Type,Prefecture,Municipality,DistrictName,TradePrice,Area,FloorPlan,BuildingYear,Structure,CityPlanning,Period
中古マンション等,東京都,日野市,南平,2600000,15,１Ｒ,1983年,ＲＣ,第２種中高層住居専用地域,2024年第1四半期
中古マンション等,東京都,東村山市,栄町,6500000,25,１Ｋ,1988年,ＲＣ,近隣商業地域,2024年第1四半期
中古マンション等,東京都,国分寺市,本多,14000000,20,１Ｒ,1993年,ＲＣ,商業地域,2024年第1四半期
中古マンション等,東京都,国分寺市,南町,12000000,20,１Ｒ,1984年,ＳＲＣ,商業地域,2024年第1四半期
中古マンション等,東京都,国分寺市,南町,22000000,20,１Ｋ,2000年,ＳＲＣ,商業地域,2024年第1四半期
中古マンション等,東京都,狛江市,東和泉,14000000,20,１Ｋ,1993年,ＲＣ,第１種中高層住居専用地域,2024年第1四半期
中古マンション等,東京都,狛江市,東和泉,12000000,20,１Ｋ,1993年,ＲＣ,第１種中高層住居専用地域,2024年第1四半期
中古マンション等,東京都,東大和市,向原,5200000,20,１Ｋ,1992年,ＲＣ,近隣商業地域,2024年第1四半期
中古マンション等,東京都,東大和市,向原,5200000,20,１Ｋ,1992年,ＲＣ,近隣商業地域,2024年第1四半期
中古マンション等,東京都,清瀬市,松山,4800000,15,１Ｒ,1992年,ＲＣ,第２種住居地域,2024年第1四半期
中古マンション等,東京都,多摩市,関戸,5000000,15,１Ｋ,1989年,ＲＣ,準住居地域,2024年第1四半期
中古マンション等,東京都,多摩市,一ノ宮,4000000,15,１Ｒ,1985年,ＲＣ,商業地域,2024年第1四半期
中古マンション等,東京都,多摩市,一ノ宮,5300000,15,１Ｋ,1983年,ＲＣ,商業地域,2024年第1四半期
中古マンション等,東京都,多摩市,一ノ宮,4500000,20,１Ｒ,1983年,ＲＣ,商業地域,2024年第1四半期
中古マンション等,東京都,多摩市,一ノ宮,5300000,20,１Ｒ,1983年,ＲＣ,商業地域,2024年第1四半期
中古マンション等,東京都,多摩市,一ノ宮,4500000,20,１Ｋ,1985年,ＲＣ,商業地域,2024年第1四半期
中古マンション等,東京都,多摩市,貝取,4000000,20,１Ｒ,1991年,ＲＣ,第１種中高層住居専用地域,2024年第1四半期
中古マンション等,東京都,多摩市,豊ケ丘,3200000,15,１Ｒ,1983年,,,2024年第1四半期
中古マンション等,東京都,多摩市,山王下,3100000,15,１Ｋ,1984年,ＲＣ,近隣商業地域,2024年第1四半期
中古マンション等,東京都,多摩市,山王下,3800000,15,１Ｋ,1984年,ＲＣ,近隣商業地域,2024年第1四半期
中古マンション等,東京都,稲城市,矢野口,3700000,20,１Ｋ,1992年,ＲＣ,,2024年第1四半期
中古マンション等,東京都,西東京市,田無町,17000000,25,１Ｋ,2013年,ＲＣ,近隣商業地域,2024年第1四半期
中古マンション等,東京都,西東京市,東伏見,6500000,25,１Ｒ,1979年,,,2024年第1四半期
中古マンション等,東京都,千代田区,岩本町,26000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,岩本町,34000000,30,１Ｋ,2006年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,岩本町,31000000,20,１Ｋ,2006年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,岩本町,30000000,30,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,神田富山町,32000000,35,１Ｋ,2012年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,九段北,19000000,25,１Ｒ,1979年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,神田多町,28000000,25,１Ｋ,2005年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,麹町,18000000,15,１Ｋ,1982年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,三番町,32000000,25,１Ｋ,1970年,ＳＲＣ,第１種住居地域,2024年第2四半期
中古マンション等,東京都,千代田区,二番町,20000000,15,１Ｋ,1972年,ＳＲＣ,第２種住居地域,2024年第2四半期
中古マンション等,東京都,千代田区,神田神保町,26000000,25,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,神田東松下町,25000000,25,１Ｋ,2005年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,麹町,18000000,20,１Ｒ,1982年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,五番町,34000000,30,１Ｒ,2000年,ＲＣ,第１種住居地域,2024年第2四半期
中古マンション等,東京都,千代田区,三番町,32000000,30,１Ｋ,1970年,ＳＲＣ,第１種住居地域,2024年第2四半期
中古マンション等,東京都,千代田区,二番町,21000000,30,１Ｒ,1972年,ＳＲＣ,第２種住居地域,2024年第2四半期
中古マンション等,東京都,千代田区,神田猿楽町,36000000,30,１Ｋ,2009年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,内神田,25000000,20,１Ｋ,2001年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,内神田,51000000,25,１Ｋ,2022年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,内神田,19000000,15,１Ｒ,1979年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,内神田,28000000,20,１Ｋ,2005年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,九段南,42000000,35,１Ｋ,2003年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,東神田,22000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,東神田,25000000,25,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,東神田,24000000,20,１Ｋ,2001年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,東神田,26000000,20,１Ｋ,2005年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,東神田,27000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,東神田,32000000,30,１Ｋ,2005年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,内神田,30000000,25,１Ｋ,2007年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,内神田,19000000,20,１Ｒ,1979年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,内神田,18000000,20,１Ｒ,1979年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,神田駿河台,19000000,25,１Ｒ,1975年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,神田錦町,26000000,25,１Ｋ,2003年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,九段南,21000000,30,１Ｋ,1978年,ＲＣ,,2024年第2四半期
中古マンション等,東京都,千代田区,九段南,16000000,20,１Ｒ,1981年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,九段南,42000000,45,１Ｋ,2003年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,西神田,14000000,20,１Ｒ,1979年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,千代田区,東神田,36000000,25,１Ｒ,,,,2024年第2四半期
中古マンション等,東京都,千代田区,東神田,35000000,25,１Ｒ,,,,2024年第2四半期
中古マンション等,東京都,千代田区,神田小川町,17000000,20,１Ｒ,1982年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,千代田区,神田小川町,21000000,25,１Ｒ,1982年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,神田小川町,17000000,20,１Ｒ,1982年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,千代田区,神田猿楽町,29000000,25,１Ｋ,2013年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,神田須田町,23000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,外神田,33000000,20,１Ｋ,2014年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,外神田,24000000,20,１Ｋ,2005年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,千代田区,飯田橋,26000000,25,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,新富,15000000,25,１Ｋ,1980年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋蛎殻町,33000000,25,１Ｋ,2012年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋蛎殻町,24000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋蛎殻町,15000000,25,１Ｋ,1982年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋茅場町,32000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋小伝馬町,29000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋人形町,25000000,15,１Ｋ,2001年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋人形町,21000000,20,１Ｋ,2003年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋馬喰町,23000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋馬喰町,20000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋堀留町,31000000,20,１Ｋ,2002年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,新富,15000000,25,１Ｒ,1980年,,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋蛎殻町,23000000,20,１Ｋ,2001年,ＲＣ,,2024年第2四半期
中古マンション等,東京都,中央区,日本橋茅場町,16000000,25,１Ｒ,1979年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋馬喰町,23000000,25,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋堀留町,31000000,25,１Ｋ,2002年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,晴海,76000000,45,１Ｒ,2015年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,中央区,勝どき,29000000,20,１Ｋ,2002年,ＲＣ,第２種住居地域,2024年第2四半期
中古マンション等,東京都,中央区,勝どき,36000000,25,１Ｋ,2015年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,勝どき,18000000,20,１Ｒ,1975年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋箱崎町,26000000,25,１Ｋ,1999年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋箱崎町,25000000,20,１Ｋ,2002年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,勝どき,82000000,50,１Ｒ,2016年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,勝どき,56000000,25,１Ｋ,2023年,ＲＣ,第２種住居地域,2024年第2四半期
中古マンション等,東京都,中央区,新川,24000000,25,１Ｋ,1999年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,新川,22000000,25,１Ｋ,1999年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,新川,25000000,20,１Ｋ,,,,2024年第2四半期
中古マンション等,東京都,中央区,築地,24000000,25,１Ｒ,2003年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,築地,33000000,45,１Ｒ,1982年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,築地,26000000,20,１Ｋ,2000年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,築地,14000000,25,１Ｒ,1979年,鉄骨造,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,築地,30000000,30,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,築地,16000000,30,１Ｋ,1974年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,築地,19000000,30,１Ｋ,1982年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,中央区,月島,29000000,25,１Ｋ,,,,2024年第2四半期
中古マンション等,東京都,中央区,日本橋兜町,26000000,25,１Ｋ,2004年,ＲＣ,,2024年第2四半期
中古マンション等,東京都,中央区,明石町,16000000,20,１Ｋ,1978年,ＳＲＣ,第２種住居地域,2024年第2四半期
中古マンション等,東京都,中央区,入船,26000000,15,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,入船,25000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,入船,27000000,20,１Ｋ,2003年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,入船,26000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,入船,29000000,25,１Ｋ,2008年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,銀座,41000000,30,１Ｋ,1999年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,銀座,35000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋大伝馬町,22000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋大伝馬町,26000000,20,１Ｋ,2007年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋大伝馬町,25000000,20,１Ｋ,2003年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,東日本橋,30000000,20,１Ｋ,2004年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,東日本橋,29000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,東日本橋,25000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,東日本橋,24000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,湊,63000000,30,１Ｋ,2019年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋中洲,24000000,40,１Ｒ,1976年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋浜町,43000000,40,１Ｋ,2002年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋浜町,27000000,25,１Ｋ,2001年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋浜町,15000000,30,１Ｒ,1980年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,入船,26000000,30,１Ｒ,1991年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,銀座,51000000,55,１Ｒ,2003年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,銀座,30000000,25,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,銀座,41000000,35,１Ｋ,1999年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,銀座,35000000,25,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,銀座,27000000,25,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,銀座,88000000,30,１Ｒ,2006年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,銀座,38000000,30,１Ｋ,,,,2024年第2四半期
中古マンション等,東京都,中央区,銀座,53000000,20,１Ｒ,2006年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,東日本橋,19000000,20,１Ｋ,2003年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,東日本橋,28000000,30,１Ｋ,2012年,ＲＣ,,2024年第2四半期
中古マンション等,東京都,中央区,新川,27000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,築地,14000000,20,１Ｋ,1979年,鉄骨造,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,新川,22000000,25,１Ｋ,2012年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,新川,23000000,15,１Ｋ,1999年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,築地,31000000,20,１Ｋ,2004年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,築地,22000000,20,１Ｋ,1998年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,月島,18000000,25,１Ｋ,1974年,ＳＲＣ,第２種住居地域,2024年第2四半期
中古マンション等,東京都,中央区,月島,32000000,25,１Ｋ,2004年,ＲＣ,第２種住居地域,2024年第2四半期
中古マンション等,東京都,中央区,月島,20000000,15,１Ｋ,1996年,ＲＣ,第２種住居地域,2024年第2四半期
中古マンション等,東京都,中央区,月島,29000000,20,１Ｋ,2003年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,佃,36000000,25,１Ｋ,2013年,ＲＣ,第１種住居地域,2024年第2四半期
中古マンション等,東京都,中央区,佃,39000000,40,１Ｒ,1991年,ＳＲＣ,第１種住居地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋,27000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋浜町,26000000,20,１Ｋ,2004年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋浜町,43000000,35,１Ｋ,2002年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,日本橋浜町,25000000,20,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,中央区,八丁堀,20000000,15,１Ｋ,1983年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,赤坂,23000000,25,１Ｒ,1979年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,港区,麻布十番,85000000,50,１Ｒ,2005年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,麻布十番,100000000,65,１Ｋ,1981年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,麻布十番,27000000,20,１Ｒ,2001年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,芝浦,15000000,25,１Ｒ,1980年,ＳＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,芝浦,24000000,25,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,芝大門,42000000,35,１Ｒ,1999年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,芝大門,33000000,30,１Ｋ,2014年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,西麻布,40000000,30,１Ｒ,2012年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,西麻布,40000000,30,１Ｋ,2012年,ＲＣ,近隣商業地域,2024年第2四半期
中古マンション等,東京都,港区,西麻布,16000000,20,１Ｒ,1976年,ＲＣ,第２種中高層住居専用地域,2024年第2四半期
中古マンション等,東京都,港区,西麻布,11000000,40,１Ｒ,1963年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,西麻布,24000000,20,１Ｒ,,,,2024年第2四半期
中古マンション等,東京都,港区,元赤坂,20000000,25,１Ｒ,1978年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,元赤坂,20000000,25,１Ｒ,1978年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,東新橋,81000000,40,１Ｒ,2002年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,東新橋,82000000,45,１Ｒ,2002年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,赤坂,17000000,20,１Ｋ,1979年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,赤坂,32000000,35,１Ｒ,1980年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,赤坂,25000000,30,１Ｒ,1979年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,赤坂,19000000,25,１Ｒ,1977年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,赤坂,19000000,20,１Ｒ,,,,2024年第2四半期
中古マンション等,東京都,港区,海岸,29000000,20,１Ｋ,2006年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,46000000,25,１Ｋ,2023年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,白金,16000000,20,１Ｋ,1971年,ＲＣ,第１種中高層住居専用地域,2024年第2四半期
中古マンション等,東京都,港区,白金,22000000,20,１Ｋ,2005年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,新橋,39000000,25,１Ｋ,2013年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,新橋,41000000,25,１Ｋ,2020年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,新橋,44000000,25,１Ｋ,2019年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,高輪,30000000,20,１Ｋ,2003年,ＲＣ,近隣商業地域,2024年第2四半期
中古マンション等,東京都,港区,高輪,27000000,25,１Ｋ,1999年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,高輪,30000000,20,１Ｋ,2003年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,浜松町,70000000,30,１Ｋ,2019年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,浜松町,55000000,30,１Ｒ,2019年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,浜松町,26000000,20,１Ｋ,2002年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,浜松町,29000000,20,１Ｋ,2005年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,浜松町,33000000,20,１Ｋ,2006年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,浜松町,14000000,15,１Ｋ,1980年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,東麻布,23000000,20,１Ｋ,2002年,ＳＲＣ,近隣商業地域,2024年第2四半期
中古マンション等,東京都,港区,南青山,43000000,30,１Ｋ,1980年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,南青山,41000000,30,１Ｋ,2003年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,南青山,29000000,20,１Ｒ,1978年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,六本木,39000000,20,１Ｋ,2005年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,46000000,25,１Ｋ,2023年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,52000000,25,１Ｋ,2023年,,,2024年第2四半期
中古マンション等,東京都,港区,海岸,52000000,25,１Ｋ,2023年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,51000000,25,１Ｋ,2023年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,52000000,25,１Ｋ,2023年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,49000000,25,１Ｋ,2023年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,7000000,15,１Ｒ,1975年,ＳＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,25000000,25,１Ｋ,2006年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,52000000,25,１Ｒ,2023年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,54000000,25,１Ｒ,2023年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,56000000,25,１Ｒ,2023年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,海岸,22000000,20,１Ｒ,,,,2024年第2四半期
中古マンション等,東京都,港区,海岸,48000000,25,１Ｋ,2023年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,白金,27000000,25,１Ｋ,2004年,ＲＣ,準工業地域,2024年第2四半期
中古マンション等,東京都,港区,新橋,25000000,35,１Ｋ,1977年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,港区,新橋,41000000,25,１Ｋ,2020年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,高輪,40000000,45,１Ｒ,1968年,,商業地域,2024年第2四半期
中古マンション等,東京都,港区,高輪,40000000,25,１Ｋ,2000年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,高輪,30000000,25,１Ｋ,2002年,ＲＣ,近隣商業地域,2024年第2四半期
中古マンション等,東京都,港区,高輪,23000000,25,１Ｋ,2002年,ＲＣ,近隣商業地域,2024年第2四半期
中古マンション等,東京都,港区,高輪,27000000,25,１Ｋ,2002年,ＳＲＣ,近隣商業地域,2024年第2四半期
中古マンション等,東京都,港区,虎ノ門,34000000,25,１Ｋ,2000年,ＲＣ,第２種住居地域,2024年第2四半期
中古マンション等,東京都,港区,虎ノ門,47000000,30,１Ｋ,2015年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,浜松町,24000000,25,１Ｋ,2002年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,浜松町,33000000,25,１Ｋ,2006年,ＲＣ,,2024年第2四半期
中古マンション等,東京都,港区,東麻布,27000000,20,１Ｋ,2003年,ＲＣ,近隣商業地域,2024年第2四半期
中古マンション等,東京都,港区,東麻布,27000000,20,１Ｋ,2000年,ＲＣ,,2024年第2四半期
中古マンション等,東京都,港区,東麻布,45000000,25,１Ｋ,2014年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,東麻布,42000000,30,１Ｋ,2016年,ＲＣ,近隣商業地域,2024年第2四半期
中古マンション等,東京都,港区,南青山,65000000,75,１Ｒ,1972年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,港区,南青山,46000000,35,１Ｒ,2003年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,港区,南青山,48000000,35,１Ｒ,2003年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,南青山,43000000,30,１Ｒ,1980年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,港区,南青山,23000000,20,１Ｒ,1980年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,南青山,31000000,30,１Ｒ,1980年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,南麻布,8500000,15,１Ｒ,1985年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,南麻布,12000000,20,１Ｒ,1995年,ＳＲＣ,,2024年第2四半期
中古マンション等,東京都,港区,南麻布,53000000,30,１Ｋ,2020年,ＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,南麻布,34000000,30,１Ｋ,2002年,ＳＲＣ,商業地域,2024年第2四半期
中古マンション等,東京都,港区,南麻布,100000000,50,１Ｒ,2003年,ＲＣ,第１種住居地域,2024年第2四半期
